taxa	Nitrate_Blup	ChlorophyllA_Blup	ChlorophyllB_Blup	Glutamate_Blup	Malate_Blup	Fumarate_Blup	Fum2_Blup	AminoAcids_Blup	Protein_Blup	Starch_Blup	Sucrose_Blup	Glucose_Blup	Fructose_Blup	PrinicpalComponent1	PrincipalComponent2	DaysToAnthesis
Z019E0074	0.05002	57.3006	26.0924	0.09578	0.3239	-0.027136	0.058397	1.7251	1.10464	0.9318	2.9475	0.6402	0.82813	-0.035	-0.35983	74.1078
Z019E0075	0.052608	61.7376	27.1644	0.11419	0.315742	-0.003029	0.088437	2.0471	1.1852	0.9474	2.4866	0.7612	0.705	1.0678	-0.98066	70.2818
Z019E0076	0.04643	42.3906	26.7753	0.05269	0.41635	-0.019526	0.065677	1.0068	1.00259	0.9452	2.8959	1.01805	0.99025	-1.9796	0.99024	71.9117
Z019E0077	0.053082	58.9167	27.1946	0.084438	0.31898	-0.020056	0.067667	1.6817	1.12515	1.3388	2.867	1.3686	1.1991	-0.5844	2.5124	70.7008
Z019E0078	0.04569	37.5959	27.2197	0.051	0.26325	-0.016816	0.070847	1.41501	1.06139	1.6858	2.5998	1.8464	1.2176	-2.5712	4.60769	72.76
Z019E0079	0.04816	54.2864	26.5005	0.06323	0.22128	-0.050776	0.027507	1.6291	1.0998	1.0052	2.3506	0.683	0.6539	-1.2329	-1.28803	73.1931
Z019E0080	0.05437	69.5644	28.2508	0.13844	0.34507	0.032494	0.120217	1.9668	1.15044	0.7255	2.68739	0.7505	0.7431	2.3475	-0.61822	71.8493
Z019E0081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.727
Z019E0082	0.04922	58.1963	27.0432	0.05832	0.2481	0.015394	0.110667	0.802	1.07922	0.6831	2.67757	0.7967	0.7555	-0.5587	-1.10728	71.9922
Z019E0083	0.057855	56.392	27.2842	0.084431	0.38067	0.007384	0.094987	1.48896	0.97078	1.09113	2.64916	0.8552	0.87404	0.0738	0.78722	71.0254
Z019E0084	0.04567	45.749	27.44268	0.09174	0.29688	0.028174	0.115887	1.7237	1.00367	0.534	2.2412	0.6296	0.556	0.2312	-1.43825	74.2676
Z019E0085	0.0445	50.1343	27.6322	0.02304	0.21589	-0.043456	0.044157	1.47571	1.1067	1.5341	2.864	1.3263	0.91655	-1.8053	2.16147	73.3391
Z019E0086	0.04646	47.5562	26.0616	0.08474	0.35156	-0.016596	0.080202	1.5557	1.08538	1.11152	2.4039	0.7925	0.7373	-0.2324	-0.26603	72.4418
Z019E0087	0.04829	53.8384	27.5583	0.06863	0.29006	0.002234	0.089927	1.8881	1.09684	0.9304	2.7812	0.8912	0.83924	-0.5499	0.22508	72.2946
Z019E0088	0.050311	54.0871	27.197	0.09496	0.35971	-0.020746	0.065087	1.54211	1.11935	1.0176	2.5806	0.8702	0.86929	0.7201	0.87579	72.7734
Z019E0089	0.04602	46.1173	25.9226	0.080862	0.20967	0.011414	0.099027	1.1549	1.00069	1.4558	2.5921	1.1138	0.86201	-2.0929	1.73386	71.5263
Z019E0090	0.0492	53.3714	27.5438	0.04654	0.29093	-0.012826	0.073227	1.2494	0.9925	1.3676	2.5616	0.4605	0.6069	-0.8153	-0.09319	75.0952
Z019E0091	0.052168	55.64474	29.5321	0.02884	0.29424	-0.035476	0.049637	2.4403	1.15171	0.939	2.1861	1.1843	0.6256	-0.34	-0.67875	73.6323
Z019E0092	0.04758	48.9545	27.0545	0.03031	0.31665	-0.037246	0.046077	1.1506	0.97008	1.17201	2.5491	0.7248	0.81555	-2.0297	0.65211	72.0967
Z019E0093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.3475
Z019E0094	0.056684	62.2609	26.9314	0.13834	0.26365	0.047684	0.119257	1.4036	1.128	1.4469	2.9402	1.4522	0.93038	-0.2166	3.32896	72.0386
Z019E0095	0.05088	55.998	27.1963	0.05442	0.25956	-0.010236	0.075187	1.43303	1.09905	1.5443	3.3686	1.08015	1.0254	-1.0316	2.31968	72.2121
Z019E0096	0.055298	50.1282	26.9395	0.11317	0.29093	0.001844	0.101167	1.8014	1.09906	1.18904	3.2037	1.09917	0.82628	-0.1046	0.525	69.7828
Z019E0097	0.051304	57.721	26.3094	0.04665	0.26154	-0.006905	0.092307	1.0568	0.97468	1.22571	3.183	0.95608	0.82373	-0.6262	1.2683	70.4516
Z019E0098	0.04787	49.0562	27.6155	0.12068	0.36728	0.018004	0.103287	1.513004	1.12135	1.5826	3.4895	1.1257	1.1676	0.579	3.68758	71.1997
Z019E0099	0.04692	52.1817	26.9625	0.05549	0.25719	-0.012316	0.071057	1.1247	1.05167	1.0144	1.7612	0.7702	0.7022	-0.8857	-0.20795	73.7282
Z019E0100	0.04818	58.1774	27.35163	0.06625	0.23939	-0.039386	0.048177	1.44692	1.14583	0.8604	2.76638	0.8993	0.86091	-0.3583	-0.26302	72.8278
Z019E0101	0.04665	48.5791	27.0935	0.07658	0.23694	0.023514	0.111147	1.2283	1.087493	1.4059	2.68046	1.2501	0.97368	-1.0498	2.29473	71.4883
Z019E0102	0.055664	64.8035	27.6315	0.10116	0.33472	0.009354	0.094607	1.9592	1.14269	0.8684	2.5645	0.7577	0.7807	1.5584	-0.49579	71.2836
Z019E0103	0.0483	52.2753	27.1756	0.06297	0.24754	-0.021056	0.061197	1.7329	1.04918	1.5003	2.78858	1.5686	1.3585	-2.1613	3.48708	69.7482
Z019E0104	0.050706	47.3107	27.5696	0.05849	0.24815	-0.016816	0.074227	1.3944	1.11773	1.4497	3.1356	1.4062	1.1964	-1.4331	2.98568	72.6827
Z019E0105	0.054066	58.0695	27.6901	0.15376	0.32451	0.047094	0.133457	1.518754	1.12709	1.3865	2.77849	1.07695	0.95628	1.5016	2.50337	70.837
Z019E0106	0.050433	62.1974	27.1012	0.04395	0.27209	-0.027776	0.057407	1.1223	1.0352	0.7597	2.6087	0.7717	0.7515	-0.952	-1.02401	71.8726
Z019E0107	0.04672	56.9166	28.3655	0.06895	0.25393	-0.020206	0.065797	1.4811	1.0564	1.807	3.1761	1.2126	1.062	-1.176	2.97105	71.8705
Z019E0108	0.04892	52.4068	26.824	0.05778	0.34012	-0.028696	0.056427	1.2108	1.02025	0.7099	2.6132	1.04803	0.95203	-1.3439	0.53539	71.5018
Z019E0109	0.04766	53.1035	27.6153	0.04157	0.29201	-0.018156	0.067047	1.1928	1.08487	0.9452	2.5663	1.03203	0.94387	-1.1895	0.61496	73.2517
Z019E0110	0.050342	56.3945	27.6857	0.10047	0.30241	0.001964	0.084282	1.55191	1.20828	1.21403	3.0979	0.7653	0.7687	0.3499	0.40218	71.4909
Z019E0111	0.055702	67.9005	27.7936	0.078025	0.34825	-0.008541	0.078571	1.9537	1.24848	1.09382	3.2127	0.8354	0.84456	1.8736	0.23399	70.5437
Z019E0112	0.04474	51.6263	27.4579	0.02805	0.26607	-0.022146	0.065487	1.1791	0.97078	1.3744	2.75735	1.07369	0.92518	-1.8602	1.50947	71.2433
Z019E0113	0.052711	56.5726	25.6883	0.0596	0.26595	-0.010996	0.067767	1.49187	1.23468	1.16496	2.9801	0.8107	0.757	0.5265	0.17249	71.4403
Z019E0114	0.054128	61.4186	27.9049	0.07374	0.29768	-0.021746	0.063377	2.3509	1.12744	0.8003	2.4589	1.03276	0.7612	0.3277	-0.8097	72.1495
Z019E0115	0.04822	43.073	26.6007	0.01867	0.278	-0.046056	0.045887	1.57417	1.08296	0.987	2.3405	0.97268	0.92966	-2.5117	-0.14577	71.5181
Z019E0116	0.04766	55.7801	27.0967	0.06929	0.25863	-0.012406	0.086798	1.59087	1.08101	0.8111	2.72638	0.92987	0.7705	-0.7209	-0.83335	71.6607
Z019E0117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.5514
Z019E0118	0.04268	49.6307	27.43165	0.12134	0.09655	-0.094276	0.001237	1.58255	1.02498	1.13134	2.9186	0.8616	0.85178	-2.2709	-0.31899	71.6428
Z019E0119	0.052033	60.6137	26.6926	0.081727	0.28938	-0.018466	0.067367	1.50774	1.03355	0.9619	2.2161	0.7916	0.7679	-0.186	-0.47615	71.5016
Z019E0120	0.050705	58.1034	27.34321	0.06453	0.35419	-0.022826	0.059377	1.46802	1.10355	1.19825	2.4971	0.90708	0.7482	0.1618	1.16319	72.85
Z019E0121	0.04511	45.2647	26.8357	0.01949	0.22885	-0.027786	0.058227	1.3358	1.05067	1.4442	2.7047	0.8574	0.7425	-2.2776	0.81432	72.7265
Z019E0122	0.04725	48.249	26.8361	0.0378	0.21327	-0.016526	0.065757	1.8609	1.17552	1.8146	3.1715	1.3768	0.7206	-1.6718	2.27638	73.1214
Z019E0123	0.04888	54.8676	26.3353	0.10664	0.29185	0.046974	0.132327	1.1466	1.16994	1.5723	2.82768	1.132	0.87499	-0.2485	2.37471	72.5065
Z019E0124	0.04598	47.6972	26.7667	0.01431	0.30565	-0.041296	0.044027	1.3805	1.07632	1.0137	2.4049	0.7858	0.7748	-1.6252	-0.47598	71.0153
Z019E0125	0.05176	54.969	27.675	0.09169	0.26409	-0.034646	0.068257	1.7989	1.14758	1.2772	2.73573	1.1421	0.99885	-1.4717	0.86262	70.5241
Z019E0126	0.04469	45.5864	27.2095	0.078454	0.36122	-0.006109	0.079056	1.0943	1.0098	1.06509	2.5304	0.8296	0.89533	-1.8047	0.21602	71.1089
Z019E0127	0.054163	69.3092	27.0003	0.16402	0.37389	0.035384	0.132267	1.55016	1.10956	0.7448	2.194	0.803	0.7442	2.4051	-1.19574	70.7121
Z019E0128	0.052166	55.945	27.4908	0.1233	0.38714	-0.007826	0.079949	1.7134	1.19158	1.1292	3.1185	0.8714	0.95039	0.4848	-0.10351	69.7989
Z019E0129	0.04703	45.0108	26.9192	0.03705	0.3288	-0.030246	0.056827	2.2848	1.20538	0.943	2.6107	1.03462	0.9717	-0.4804	0.44542	71.4381
Z019E0130	0.058789	54.745	28.1905	0.15866	0.56325	0.090754	0.178527	2.8668	1.07069	0.986	2.9235	1.5087	1.3396	2.3748	3.42608	69.8398
Z019E0131	0.04771	58.8279	30.3689	0.11521	0.35164	0.008494	0.094807	1.41705	1.15977	1.6778	2.79905	0.8557	0.7815	0.7552	1.1503	71.6323
Z019E0132	0.04914	59.5729	27.5539	0.06101	0.36343	-0.038076	0.047447	1.60072	1.14885	1.0414	2.3393	0.8554	0.7919	0.0151	0.15541	74.2286
Z019E0133	0.053143	56.7667	28.7069	0.08512	0.44875	0.027454	0.110937	1.53124	1.12206	1.6782	2.3566	2.1389	1.6646	0.1457	6.22263	72.4898
Z019E0134	0.04214	44.1794	27.0657	0.03454	0.26226	-0.030716	0.056897	1.3512	1.00467	0.9272	2.5346	0.94964	0.8032	-2.4029	0.67359	74.6406
Z019E0135	0.04704	53.3051	27.1956	0.03663	0.21978	-0.037176	0.050517	1.2286	1.04171	0.8675	2.5209	0.8182	0.8246	-2.0126	-0.16138	71.2008
Z019E0136	0.055753	67.051	28.1296	0.13963	0.34821	0.011854	0.099577	2.2132	1.12109	0.9691	3.2405	1.2646	1.2124	1.7241	2.29046	71.5793
Z019E0137	0.04663	53.2606	26.9258	0.03277	0.25696	-0.019366	0.066647	1.606	1.09758	1.08215	3.0545	0.8976	0.87654	-1.3625	0.4067	72.1886
Z019E0138	0.051781	50.4327	27.1717	0.12271	0.33759	0.036954	0.124717	1.4081	1.09917	1.721	2.65687	0.94832	1.0114	0.009	2.57657	70.4008
Z019E0139	0.051311	56.672	27.8542	0.08843	0.27832	0.005934	0.093537	1.52365	1.07111	0.7182	3.4554	1.1329	1.114	-0.0657	1.58553	71.1838
Z019E0140	0.04823	46.9415	28.1622	0.079052	0.36422	-0.011186	0.072197	1.3335	0.99456	1.149413	2.9707	0.8872	1.0148	-0.9074	1.7619	71.3914
Z019E0141	0.051097	62.3057	27.5677	0.10127	0.34108	-0.009756	0.078007	1.4044	1.16732	0.8243	3.0598	0.6398	0.6154	0.3978	-1.02481	70.1174
Z019E0142	0.050877	55.59101	27.0046	0.081185	0.29913	-0.013616	0.072067	1.5685	1.12547	1.251	2.633	0.8973	0.85946	0.5444	0.70403	74.4538
Z019E0143	0.055087	61.7038	27.8988	0.077852	0.29368	-0.017666	0.073437	1.53039	1.091471	1.252	2.9725	1.02422	0.9611	-0.7671	0.17365	69.6212
Z019E0144	0.051628	61.488	26.7251	0.078721	0.30619	-0.032956	0.054577	1.59602	1.20038	1.5467	2.69887	0.95482	0.9462	-0.5946	1.47838	70.9109
Z019E0145	0.053843	60.8196	27.2001	0.06046	0.29824	-0.009746	0.077367	0.976	1.15966	0.9146	2.3014	0.7865	0.7793	-0.1022	-0.60933	71.0814
Z019E0146	0.04963	59.6029	28.1456	0.16643	0.2711	0.009954	0.100737	1.7967	1.11434	1.24728	2.9473	0.94917	0.88309	0.3549	0.64034	71.268
Z019E0147	0.053488	67.1973	27.0541	0.05102	0.26785	-0.008525	0.082762	1.7781	1.19618	0.8307	2.586	0.8057	0.7532	0.3507	-1.28371	72.1293
Z019E0148	0.052194	64.0092	27.38484	0.079993	0.21354	-0.038846	0.063107	1.5438	1.06365	1.17432	2.4588	0.8772	0.88489	-1.1081	-0.37602	69.9961
Z019E0149	0.053359	66.1525	27.8611	0.084195	0.27096	-0.016886	0.068947	1.1745	1.07809	0.8438	2.82636	0.7434	0.6842	-0.233	-0.92836	71.8034
Z019E0150	0.03677	35.8407	26.6222	0.00801	0.18505	-0.030736	0.060517	1.1608	1.01283	0.9645	1.9868	1.05307	0.7802	-3.8224	-0.46982	74.6099
Z019E0151	0.0483	52.3475	26.8553	0.0638	0.259	-0.014486	0.067777	1.7851	1.055	1.4089	2.4848	1.49	1.2348	-2.0693	3.23087	70.5407
Z019E0152	0.04872	46.6976	27.3696	0.07106	0.33643	-0.003706	0.098307	1.6706	1.06501	1.05504	2.82328	1.09383	1.0704	-0.8208	1.41184	71.367
Z019E0153	0.053516	60.0482	27.7074	0.09892	0.29803	-0.008489	0.077467	1.2977	1.13869	1.5571	2.9849	0.8703	0.80112	-0.3759	0.88774	70.5681
Z019E0154	0.05012	56.7502	27.2389	0.08622	0.22653	0.011784	0.094097	1.50248	1.11312	1.0463	1.8994	1.2734	1.0682	-0.9738	0.6228	71.5895
Z019E0155	0.04908	60.5966	27.0983	0.04753	0.34974	-0.008549	0.077487	1.48142	1.0558	1.08057	2.9514	0.97794	0.9676	-0.4887	1.00401	71.8148
Z019E0156	0.04365	43.285	26.9417	0.09734	0.21451	-0.018066	0.060267	1.3254	1.17133	1.19647	2.1923	0.7895	0.7157	-1.0994	0.07254	73.1001
Z019E0158	0.051251	49.0408	27.6569	0.06228	0.29318	-0.009646	0.078027	1.139	1.06894	1.16721	2.8465	0.8348	0.6695	-0.5077	0.26731	72.5428
Z019E0159	0.050349	58.3746	26.9417	0.02409	0.32377	-0.000893	0.077897	1.2262	1.1502	1.17126	2.113	0.8299	0.7518	0.3557	-0.0812	72.8744
Z019E0160	0.04318	46.8969	26.5829	0.0212	0.21843	-0.045066	0.040887	1.379	1.03227	1.3835	2.9092	0.823	0.6703	-2.697	0.04259	73.6795
Z019E0161	0.04548	43.4457	26.8859	0.01541	0.21599	-0.012946	0.072897	1.1312	1.02826	1.6893	2.0366	1.6188	1.1395	-3.5601	2.81668	72.9012
Z019E0162	0.04492	45.2279	27.0762	0.01529	0.26039	-0.036106	0.055137	1.50418	1.05974	1.0067	1.9048	0.95599	0.779	-1.8209	-0.44185	73.2217
Z019E0163	0.03821	25.1679	27.2751	-0.0119	0.24288	-0.054916	0.032617	1.866	0.97278	1.14151	1.3377	1.1684	0.7767	-4.2004	0.64286	73.7964
Z019E0164	0.054627	62.8594	28.4058	0.1839	0.37295	0.058164	0.153507	2.1013	1.11072	0.9028	2.4051	0.7985	0.83453	2.3676	0.26638	69.4074
Z019E0166	0.0452	56.3307	27.5232	0.01297	0.25405	-0.051156	0.033987	1.152	1.11304	0.7465	1.9477	0.7857	0.791	-2.3888	-2.30955	72.8267
Z019E0167	0.051456	61.843	28.1094	0.080589	0.23374	-0.015596	0.069647	1.2854	1.08596	1.2922	3.4573	0.9835	0.86296	0.4046	1.95831	74.0714
Z019E0168	0.057549	68.4891	27.5576	0.1238	0.40565	0.035894	0.123627	2.0646	1.01581	1.1719	3.1268	1.2831	1.2003	1.7042	3.05392	71.1413
Z019E0169	0.04575	39.9191	26.927	0.02065	0.26962	-0.019416	0.065797	1.0552	0.94618	1.10306	2.3415	1.0483	1.0026	-3.2654	1.28931	72.3928
Z019E0170	0.04443	49.2537	26.5958	0.04552	0.27083	-0.002688	0.08291	1.1932	1.23248	1.05587	2.65757	0.91883	0.91206	-0.8954	0.44107	70.7768
Z019E0171	0.054495	67.5042	27.7493	0.13231	0.32752	-0.009226	0.082778	1.60137	1.06659	0.8997	2.67376	0.8277	0.8386	1.0176	0.23004	71.5195
Z019E0172	0.051048	56.1864	28.1638	0.077326	0.21515	-0.022276	0.062917	1.1766	1.10266	1.6703	2.6068	1.09842	0.95074	-2.1326	0.99139	69.214
Z019E0173	0.050726	56.7269	27.6138	0.13115	0.3829	0.049284	0.120837	1.3463	1.07238	0.8504	2.72427	0.6242	0.6623	-0.3841	-0.18228	70.294
Z019E0174	0.04548	46.0766	26.3403	0.03678	0.25412	-0.028976	0.054497	1.52502	1.13081	0.895	2.4156	0.98129	0.92009	-1.5259	-0.36907	71.812
Z019E0175	0.050705	55.9408	27.6913	0.06814	0.27978	-0.019356	0.062847	1.49825	1.090042	1.08947	3.0715	1.2775	0.85639	-0.3435	1.69304	70.5809
Z019E0176	0.051088	63.3018	29.0486	0.078547	0.315557	-0.011806	0.074097	1.41295	1.13439	0.8094	1.975	0.7494	0.733	0.3395	-1.37525	72.513
Z019E0177	0.04966	61.9163	26.792	0.04581	0.25032	-0.044486	0.033807	1.328	1.13787	0.8964	2.4408	0.7651	0.7363	-1.7084	-2.08106	69.6885
Z019E0178	0.055971	69.0308	27.39743	0.10762	0.27732	0.025714	0.122667	1.7031	1.22228	1.2986	2.8408	0.98093	0.95541	1.3547	0.08278	69.7234
Z019E0179	0.04974	51.5127	27.7518	0.083429	0.41085	0.020294	0.107877	1.6631	1.01692	1.5161	2.9032	1.3274	1.2264	-0.8171	3.32847	70.4367
Z019E0180	0.04692	37.4041	27.7978	0.0563	0.38999	-0.000981	0.082414	1.52559	0.9966	1.7574	3.0112	1.9705	1.4581	-2.6746	5.53685	70.2546
Z019E0181	0.050779	58.613	29.0728	0.0729	0.38626	0.003334	0.081687	1.2185	1.09075	1.1726	2.5568	0.91028	0.91664	0.0334	0.61417	70.69
Z019E0182	0.054578	63.3932	28.1167	0.11287	0.33895	0.014014	0.101707	1.7855	1.12206	1.3453	2.9206	0.7414	0.7055	2.2335	1.01241	73.4012
Z019E0183	0.04835	49.752	27.0285	0.05348	0.40036	-0.031376	0.053737	1.3923	1.03595	0.8465	2.2214	0.6588	0.6787	-0.6746	-1.35166	71.3051
Z019E0184	0.050844	60.4579	26.8501	0.09737	0.36331	-0.004292	0.080956	1.4544	0.97998	1.09202	2.5587	0.7583	0.762	0.0452	0.23974	72.0984
Z019E0185	0.04959	57.1908	27.1215	0.05535	0.29718	-0.001051	0.086687	1.1033	0.95688	1.3202	2.77771	1.09623	0.92071	-1.8546	1.24636	70.1881
Z019E0186	0.04997	55.2322	27.063	0.0432	0.27002	-0.020926	0.064927	1.3806	1.12274	0.9834	2.9075	0.8934	0.84532	-0.9626	-0.3116	70.8984
Z019E0187	0.0484	46.6448	27.5508	0.0729	0.37834	0.008074	0.094007	1.0109	1.04667	1.6129	2.8716	0.94688	0.89281	-2.012	1.27135	71.3314
Z019E0188	0.04985	52.7944	27.4939	0.05704	0.40332	-0.002322	0.096997	1.2301	1.02975	1.3151	2.69016	1.2685	1.2107	-0.2589	2.71437	72.4712
Z019E0189	0.05062	55.0095	27.932	0.1148	0.36125	0.025084	0.108527	1.55381	1.05167	0.6996	2.2601	0.7719	0.83273	0.2543	-0.1665	72.0708
Z019E0190	0.04876	52.1238	26.8486	0.02766	0.22806	-0.023106	0.055227	0.946	1.03286	1.2012	2.9527	0.97999	0.79989	-2.1668	0.54722	70.7489
Z019E0191	0.0417	47.293	26.9021	0.00451	0.17865	-0.026156	0.059057	1.1645	1.00967	1.6646	2.6353	1.2462	0.87038	-3.7758	1.53866	73.1763
Z019E0192	0.051478	60.274	27.5164	0.07313	0.25402	-0.010576	0.075697	1.7637	1.086569	0.8716	2.5343	0.91092	0.8192	-0.4938	-0.75623	70.9795
Z019E0193	0.04866	52.0254	26.9	0.04991	0.23084	-0.023126	0.062007	1.3219	1.08276	1.7093	2.9044	1.3315	0.96393	-2.5635	1.91426	71.679
Z019E0194	0.04783	51.2775	27.7827	0.03966	0.25858	-0.029496	0.049097	1.9669	1.15173	1.13754	2.78085	1.3875	0.97878	-1.1131	1.41711	73.8643
Z019E0196	0.04838	37.3255	27.8605	0.08784	0.50155	0.051084	0.129967	1.727	1.10325	1.578	3.4201	1.6738	1.4047	0.6907	6.46005	71.6575
Z019E0197	0.0474	52.0923	27.2763	0.01647	0.24372	-0.036386	0.045837	1.231	1.03045	0.9045	1.9859	0.5727	0.5889	-2.2358	-2.30987	69.8136
Z019E0198	0.051884	65.8461	28.183	0.03936	0.22717	-0.037176	0.050397	1.56545	1.04734	0.9145	2.749808	0.8539	0.83171	-1.1893	-0.33259	71.1081
Z019E0199	0.051116	57.0483	28.2867	0.06186	0.27738	-0.027506	0.060227	1.44886	1.04129	1.0257	2.8608	1.07056	1.038	-1.0594	0.79519	71.4248
Z019E0200	0.054444	57.1883	29.3007	0.06225	0.33358	-0.008211	0.070417	1.6591	1.12858	1.4943	2.69248	1.2268	0.92724	0.4614	1.52303	73.9984
Z020E0001	0.044319	63.6467	27.89184	0.10922	0.16505	-0.024055	0.070159	2.17398	1.081607	1.1425	2.81596	1.08164	0.76591	0.8422	0.92179	74.4679
Z020E0002	0.05133	73.9893	28.0859	0.08829	0.28973	-0.03607	0.05208	3.83338	1.25379	0.6213	2.38911	0.6631	0.46171	3.8864	-2.24536	75.9144
Z020E0004	0.03947	42.2791	28.034	0.07304	0.25294	-0.0383	0.04931	1.74854	1.06897	0.90278	2.63326	0.6991	0.6077	-1.3104	-1.09433	76.9872
Z020E0005	0.03971	60.1	27.83485	0.06025	0.18523	-0.06192	0.02611	1.60078	0.95699	1.1761	1.97346	1.2569	0.82201	-2.2857	-0.48588	79.3424
Z020E0006	0.043429	59.4193	29.3521	0.05773	0.23493	-0.04717	0.03818	1.81088	1.09061	0.7188	1.84086	0.6984	0.6152	0.0843	-1.90606	75.5201
Z020E0007	0.03749	42.7209	27.1561	0.05263	0.15516	-0.0359	0.0539	1.49188	1.02087	0.84518	2.07026	0.9542	0.68394	-2.6182	-0.9415	77.2589
Z020E0008	0.048637	63.0726	30.02	0.076275	0.3045	-0.00323	0.08276	1.94648	1.15194	0.94408	3.37716	0.7623	0.7457	2.315	0.54729	79.3724
Z020E0009	0.047271	71.788	27.89414	0.08992	0.19911	-0.05961	0.02849	1.65248	1.04913	0.5924	2.07986	0.6875	0.54591	1.0124	-2.23292	76.8313
Z020E0010	0.043329	52.2883	27.88053	0.10016	0.23554	-0.03083	0.05666	2.53168	1.14646	0.5908	2.49896	0.818	0.64589	0.0359	-1.73505	76.6494
Z020E0011	0.03726	37.0414	27.71	0.15497	0.25671	0.05026	0.13848	1.54238	1.04655	0.7959	2.17426	1.1616	0.64963	0.666	1.29744	77.5587
Z020E0012	0.0397	50.9344	28.2062	0.06033	0.21217	-0.04829	0.03829	1.65018	1.02727	1.2679	2.66276	1.03158	0.74559	-1.2402	0.76947	77.2289
Z020E0013	0.03872	52.7136	28.3744	0.10645	0.27134	0.03919	0.1274	1.47748	1.1027	0.688	2.45306	0.5769	0.53321	1.5885	-0.93873	80.3393
Z020E0014	0.043533	67.9899	27.3037	0.12509	0.27024	0.01832	0.10065	1.35028	1.11351	0.6713	2.30163	0.8264	0.70411	1.0413	-1.07714	77.4663
Z020E0015	0.046731	80.3023	27.87019	0.08687	0.28272	-0.05116	0.03698	2.20898	1.1344	0.7438	2.01856	0.6402	0.62103	1.3566	-1.81057	76.6799
Z020E0016	0.04023	41.7725	28.5198	0.02434	0.23562	-0.05508	0.03468	1.87768	1.04218	0.6886	2.21198	0.6904	0.48981	-0.5132	-1.2447	77.0048
Z020E0017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.096
Z020E0018	0.0353	40.3806	27.1678	0.03327	0.16745	-0.04129	0.04309	1.93628	1.06293	0.6531	1.74846	1.0896	0.75426	-2.3022	-1.06673	79.8307
Z020E0019	0.045649	69.0915	26.8871	0.14383	0.25533	-0.00538	0.08224	1.52938	1.082301	0.6304	2.20056	0.7799	0.49871	1.7329	-1.29039	74.3455
Z020E0020	0.03418	47.4702	26.7284	0.02665	0.16166	-0.0503	0.04246	1.53508	1.06474	0.9988	2.19296	1.0934	0.61988	-1.8709	-0.24923	76.7169
Z020E0021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.9206
Z020E0022	0.045179	65.7344	28.1424	0.10134	0.24074	-0.01224	0.07397	1.72978	1.104	0.93569	2.69936	0.3864	0.46961	1.2064	-1.45778	79.6293
Z020E0023	0.03827	44.7304	26.8887	0.03932	0.2556	-0.03773	0.04789	1.47398	1.085053	0.90961	2.26432	0.7071	0.44791	-0.3479	-1.0269	78.7744
Z020E0024	0.039	36.7959	28.5122	0.06359	0.16604	-0.03587	0.04948	1.42408	1.00177	0.5921	1.68306	1.4664	0.51881	-2.3167	-0.79013	80.9554
Z020E0025	0.03468	40.087	28.1038	0.01268	0.1822	-0.06585	0.02557	1.91448	1.056	0.6756	1.57736	1.4149	0.72414	-2.759	-0.42109	75.6668
Z020E0026	0.03414	34.3811	28.8342	0.05808	0.18703	-0.04616	0.04197	1.12898	0.94069	1.7463	2.58796	2.1971	1.34131	-3.2371	5.75014	76.2205
Z020E0027	0.045458	49.3805	27.2108	0.0757	0.25261	-0.017531	0.070522	1.33838	1.11118	1.6053	2.96586	1.1047	0.87541	-0.8826	2.02616	78.0087
Z020E0028	0.03964	54.9171	27.1205	0.10726	0.20183	-0.034	0.05879	2.08488	1.24949	0.6483	2.41206	0.8226	0.655956	0.8481	-1.50021	77.2753
Z020E0029	0.041359	53.3935	26.8258	0.09905	0.21439	-0.03151	0.05606	2.09418	1.13242	0.7339	2.06066	0.8096	0.59661	0.3497	-1.41133	75.1155
Z020E0030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.3226
Z020E0031	0.03138	64.6687	27.3553	-0.00461	0.12488	-0.0868	0.00431	2.22738	1.16672	0.5511	1.89716	0.7758	0.65248	-1.4483	-2.67522	78.1128
Z020E0032	0.044756	64.345	27.6838	0.03389	0.20212	-0.03333	0.05307	2.16428	1.09561	1.2334	3.21206	0.5897	0.46041	0.3369	-0.60755	78.9423
Z020E0033	0.041426	55.2877	27.75427	0.11913	0.2603	-0.02208	0.067158	1.30898	1.16889	0.6725	2.40336	0.7739	0.55041	1.0088	-1.43662	74.8785
Z020E0034	0.044012	58.4283	27.4532	0.09763	0.30313	-0.10036	-0.01236	1.55028	1.01245	1.1405	2.99056	0.679	0.64145	-1.0456	-1.1032	77.6579
Z020E0035	0.044433	63.1584	28.4923	0.07309	0.25057	-0.0547	0.03334	2.02978	1.06674	0.7255	2.06376	0.6811	0.57919	0.1483	-2.42541	77.1118
Z020E0036	0.03865	48.2017	29.2282	0.006	0.13786	-0.06703	0.0238	1.34018	1.04247	0.6265	1.71596	2.2196	0.81761	-3.1045	0.8782	82.1079
