taxa	Nitrate_Blup	ChlorophyllA_Blup	ChlorophyllB_Blup	Glutamate_Blup	Malate_Blup	Fumarate_Blup	Fum2_Blup	AminoAcids_Blup	Protein_Blup	Starch_Blup	Sucrose_Blup	Glucose_Blup	Fructose_Blup	PrinicpalComponent1	PrincipalComponent2	DaysToAnthesis
Z005E0164	0.050639	45.7045	28.134	0.082683	0.22909	-0.06521	0.0209	2.3396	1.01828	0.91591	2.34037	0.58522	0.61561	1.7752	0.44497	85.3428
Z005E0165	0.03273	35.672	27.88844	0.06617	0.27816	-0.021814	0.066398	1.7312	1.01243	0.859986	1.73332	0.63202	0.60544	-0.2272	-0.07681	80.9282
Z005E0166	0.045281	46.10936	28.2108	0.10876	0.22229	-0.01219	0.07454	1.5732	1.1069	1.33695	2.72912	0.64922	0.62041	1.74	1.18517	79.054
Z005E0167	0.03982	39.0284	27.87894	0.04275	0.246178	-0.03336	0.05282	2.7094	1.13423	0.85496	2.42874	1.00452	0.59843	0.205	0.09987	85.2884
Z005E0168	0.03931	45.5104	26.7711	0.03053	0.22921	-0.04562	0.04693	1.1947	0.96058	0.862578	2.61232	0.47812	0.87848	-1.4485	0.70059	84.8886
Z005E0169	0.04014	47.622	27.7288	0.00874	0.07298	-0.08676	0.00081	2.00462	1.056689	0.72425	1.81112	1.05022	0.76619	-1.9174	-1.16648	82.2384
Z005E0170	0.04128	40.5489	27.0116	0.08716	0.22919	-0.0143	0.07384	2.9723	1.06304	0.90845	2.36831	0.81732	0.63974	0.8198	0.45862	79.333
Z005E0171	0.043338	43.0915	27.522	0.14416	0.35048	0.00886	0.09514	1.7206	1.03883	0.860121	2.07052	0.82314	0.73631	2.8073	1.37833	81.3883
Z005E0172	0.03991	47.399	28.1843	0.08625	0.26098	-0.020674	0.07436	2.5069	1.06892	0.7905	2.13612	0.75353	0.71284	1.0479	-0.13855	77.5067
Z005E0173	0.049609	66.2088	28.123	0.080228	0.23003	-0.06479	0.02113	4.0496	1.10524	0.71825	2.94902	0.22942	0.71176	1.4133	-2.48811	76.6318
Z005E0174	0.03534	36.3648	27.9396	0.03574	0.191	-0.04272	0.04419	1.4313	0.96541	0.867961	2.36716	0.57692	0.61955	-1.3881	-0.0865	80.5531
Z005E0175	0.044098	49.3827	27.1846	0.07247	0.296	-0.00113	0.08721	1.86694	1.09153	0.863313	2.22522	0.65052	0.61446	1.6175	-0.01313	79.9899
Z005E0176	0.04229	57.561	28.8771	0.068	0.20941	-0.03131	0.06307	1.3231	1.06685	1.03455	3.12332	0.43582	0.58067	0.3573	-0.30143	78.7081
Z005E0178	0.03985	42.3957	27.446	0.03835	0.20983	-0.02771	0.06041	1.7866	1.06834	0.863576	2.33808	1.30052	0.6677	-0.5504	0.73644	83.6445
Z005E0179	0.046162	57.2409	27.6493	0.06577	0.23496	-0.04695	0.03831	2.1278	0.98154	0.75355	2.79192	0.53012	0.55638	-0.2581	-1.48751	78.1859
Z005E0180	0.046757	52.8241	29.2518	0.11358	0.261	-0.01101	0.08133	1.7045	1.1173	1.57185	3.24542	0.81798	0.75538	1.1368	2.03799	76.4611
Z005E0181	0.03959	40.243	26.606	0.04494	0.20742	-0.03255	0.06021	1.83426	1.02413	0.76484	2.08572	0.73178	0.57418	0.4679	0.40338	88.4513
Z005E0182	0.03611	40.0466	27.1513	0.0489	0.254524	-0.04048	0.05214	2.2711	0.93251	0.67095	1.77742	0.66585	0.62697	-0.2784	-0.12514	85.3603
Z005E0183	0.03725	49.365	28.8482	0.11315	0.255241	-0.00778	0.07937	2.372	1.10847	0.77782	1.98082	0.58002	0.63031	0.7482	-1.35168	81.7066
Z005E0184	0.05206	60.4276	27.84575	0.11792	0.28716	0.00974	0.10563	2.8729	1.059732	0.84585	2.89842	0.6721	0.84288	2.5864	0.31366	79.4751
Z005E0185	0.044783	55.1045	27.3259	0.1106	0.251538	-0.05752	0.02469	2.094	1.057944	0.73145	2.38015	0.69366	0.63104	1.4001	-0.39741	79.2563
Z005E0186	0.044007	51.7474	27.6947	0.10411	0.27655	-0.03404	0.04929	2.2806	1.052316	0.97385	1.92732	0.97392	0.99228	0.5752	0.93731	78.1601
Z005E0187	0.04095	32.9518	32.3617	0.084071	0.24438	-0.016043	0.072095	1.7078	1.08316	0.64445	2.07112	0.11422	0.44778	1.1713	-1.60788	86.4415
Z005E0189	0.044229	48.6559	28.2066	0.083484	0.27672	-0.017374	0.068053	1.82278	1.1014	0.91616	2.392053	0.79395	0.64225	1.0277	0.0278	79.9835
Z005E0190	0.044435	52.7646	27.586	0.078974	0.21793	-0.022559	0.06557	2.8217	1.10125	1.38505	3.40662	1.04622	0.90088	0.707	1.86135	78.0347
Z005E0191	0.043923	44.345	26.9033	0.14543	0.2847	0.00411	0.08873	1.5243	1.08851	0.74295	2.60252	0.95452	0.53358	3.5275	2.32085	87.4968
Z005E0192	0.03202	42.218	27.4326	0.01919	0.26774	-0.03542	0.05111	1.3916	1.01683	0.66515	2.31747	0.7941	0.70132	-0.271	0.30272	83.381
Z005E0193	0.047936	61.4695	27.2062	0.09791	0.36008	-0.01221	0.07505	1.94959	1.08836	0.86263	2.41468	0.62892	0.65187	2.377	-0.02254	77.6105
Z005E0195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.0705
Z005E0196	0.04314	46.1242	26.6453	0.07219	0.29806	0.00828	0.10118	1.3374	1.06288	1.06745	2.45424	0.60832	0.75377	-0.306	0.51514	78.9586
Z005E0197	0.03493	38.8554	27.5016	-0.01317	0.09148	-0.06726	0.02034	1.6379	0.95358	0.85716	2.74082	0.94892	0.84518	-2.8389	0.23984	81.1085
Z005E0198	0.043383	44.9466	27.6612	0.04021	0.19027	-0.06163	0.0266	1.7571	1.05002	0.79816	2.09272	1.19222	0.79828	-0.7475	0.41711	78.7831
Z005E0199	0.03851	40.1364	26.7968	0.12056	0.22058	0.05084	0.13865	2.26	1.03015	0.65435	2.04672	0.59772	0.55318	0.9652	-0.54895	80.5563
Z006E0001	0.0454	45.4685	27.6989	-0.02123	0.08529	-0.02599	0.05297	0.99418	1.05134	1.3935	2.80447	1.1052	0.84057	-2.0057	2.15815	74.8269
Z006E0002	0.04259	45.7078	26.7136	0.01403	0.17155	-0.03404	0.05403	1.14068	1.04494	0.9126	2.5406	1.15601	0.72153	-1.6373	0.76831	76.9939
Z006E0003	0.04702	46.2543	26.9091	0.0436	0.19965	-0.03486	0.05221	1.31218	1.08901	0.8866	2.4957	1.2761	0.87444	-1.7208	0.35957	77.1501
Z006E0005	0.04424	46.2748	27.3673	0.05867	0.16604	-0.02848	0.05901	1.23508	1.06102	1.7706	2.79185	1.30441	0.9557	-1.5375	3.31788	76.1009
Z006E0006	0.0415	46.0859	26.7183	0.03551	0.17854	-0.05143	0.03662	1.79108	1.10887	1.27389	2.5659	0.8766	0.77355	-1.5025	0.74793	75.756
Z006E0007	0.058016	62.799	30.5866	0.12821	0.32037	-0.017192	0.069829	2.82828	1.05178	1.3046	3.445	0.9434	0.75911	3.0244	1.91708	75.2273
Z006E0008	0.04775	53.6954	27.1395	0.09186	0.24425	0.01349	0.10324	1.40798	1.07134	1.0142	2.0179	1.003	0.6851	0.54	0.90227	80.0506
Z006E0009	0.04337	43.8876	28.72	-0.00235	0.18962	-0.06655	0.02092	1.07358	1.04495	0.817	2.3502	1.16265	0.74143	-1.9907	0.5961	75.8941
Z006E0010	0.054199	68.8982	28.48098	0.16187	0.22205	0.05117	0.14229	1.81278	1.09633	0.93	2.3588	0.9524	0.6515	1.9293	-0.06387	78.7581
Z006E0011	0.055703	66.5471	29.3084	0.14142	0.30142	-0.00328	0.09255	1.74233	1.11769	1.4982	3.7121	0.9976	0.87119	2.292	2.94348	78.3614
Z006E0012	0.04704	52.83289	28.3341	0.0268	0.13743	-0.03678	0.04987	1.34618	1.10927	1.0175	2.4014	0.9748	0.6507	-2.2226	-0.77002	80.9018
Z006E0013	0.04867	57.897	28.49097	0.06279	0.2048	-0.03757	0.05054	2.13968	1.15633	0.9982	2.4406	0.9122	0.6553	0.8033	0.32904	75.5634
Z006E0014	0.04495	37.8807	28.46294	0.0042	0.1896	-0.03021	0.05909	0.93258	1.02597	1.634	2.73166	1.5327	1.1697	-1.8311	4.3918	77.1518
Z006E0015	0.04693	44.8108	28.1728	0.16381	0.29446	-0.00228	0.08526	1.88818	1.00804	1.8568	3.3313	1.20656	0.9643	0.9924	5.22328	75.5104
Z006E0016	0.04787	61.9286	27.8586	0.16467	0.28705	0.02206	0.11495	1.54948	1.11841	1.29	2.576	1.1902	0.916	1.5776	2.80158	77.7937
Z006E0017	0.0449	40.4408	27.3967	0.09142	0.20844	0.01182	0.10009	1.92778	1.12897	1.15523	2.63765	1.7125	0.804656	0.4589	2.76034	80.1706
Z006E0018	0.04636	49.1913	29.7546	0.05814	0.22172	-0.06057	0.02475	1.73204	0.98643	0.8367	2.4043	1.17958	0.72575	-0.7563	0.27042	76.9427
Z006E0020	0.04444	39.9383	28.0753	0.06744	0.13889	-0.03771	0.05041	1.65412	1.03694	1.4789	2.2946	1.4607	1.0243	-2.2736	3.01745	78.7261
Z006E0023	0.04809	50.3045	28.6135	0.080507	0.36169	0.00586	0.08961	1.18498	1.076745	1.2948	3.2673	1.0661	0.83186	1.9038	3.00097	76.0179
Z006E0024	0.04429	43.9719	29.2016	0.05107	0.30938	-0.02413	0.05856	1.58458	1.17259	1.0766	2.4784	1.27448	0.9098	0.7246	2.64538	80.1216
Z006E0025	0.04265	37.9785	28.44839	0.00019	0.16392	-0.04773	0.04033	1.44828	1.02838	1.10176	2.49	1.8072	1.0489	-2.4318	3.27743	77.3764
Z006E0026	0.03409	37.1665	27.1351	0.02472	0.14226	-0.05527	0.03889	0.89878	0.94635	0.8405	2.2325	0.7434	0.5827	-2.7827	-0.61808	77.3432
Z006E0027	0.048889	55.0596	27.6747	0.05331	0.20118	-0.02357	0.06038	2.56878	1.13897	1.17134	2.9389	1.103	0.73103	1.0156	1.32647	80.5915
Z006E0028	0.04361	43.7169	27.6708	0.01754	0.14248	-0.04053	0.05885	1.58787	1.01507	0.9167	2.3887	1.0287	0.74924	-0.6467	0.95289	77.3173
Z006E0029	0.051902	57.771	30.3456	0.12075	0.31037	0.00143	0.08371	1.78698	1.12978	0.9191	2.3961	0.8743	0.6381	2.9736	0.60868	77.7788
Z006E0031	0.04575	57.2551	27.5272	0.0442	0.13818	-0.04024	0.04684	1.98658	1.11308	1.019	2.5503	1.0543	0.77506	-1.5844	-0.04676	77.5208
Z006E0032	0.049731	50.0951	28.7405	0.05022	0.25296	-0.05299	0.03989	1.56155	0.87805	1.0031	2.1585	1.4562	0.77167	-1.5435	1.99619	81.6099
Z006E0033	0.04621	49.1643	28.2805	0.10062	0.20031	-0.019661	0.068266	1.76738	1.17371	1.19781	3.0236	1.18631	0.86684	0.6942	2.01003	74.2657
Z006E0034	0.050507	53.4579	28.6281	0.082439	0.16934	-0.03413	0.05348	1.49448	1.0114	1.4473	3.067	1.0135	0.80091	0.1277	2.49605	76.4426
Z006E0035	0.04596	43.0258	29.4398	0.06073	0.20266	-0.00947	0.07873	1.47878	1.0695	1.031	1.6255	0.8406	1.0514	0.1262	1.55458	80.4472
Z006E0036	0.0483	46.3666	28.8595	0.12556	0.27005	-0.00016	0.08515	1.58697	1.01958	1.7604	3.5111	1.6404	1.175	-0.465	5.8236	78.5968
Z006E0037	0.03943	42.0204	27.5067	0.06393	0.20735	0.03985	0.12806	0.60788	1.03268	1.20831	2.5553	1.455	0.6938	-0.8891	2.41593	81.3463
Z006E0038	0.06017	68.3532	29.6616	0.12749	0.224261	-0.00734	0.072199	1.47718	1.31005	1.3188	3.7228	1.1006	0.810995	2.8918	2.3452	76.3715
Z006E0041	0.04556	54.6874	26.8249	0.02285	0.12389	-0.0483	0.0371	0.95338	1.07124	0.906	2.3832	0.8866	0.71975	-1.9678	-0.6826	74.1823
Z006E0042	0.049711	58.5931	28.2049	0.03112	0.19339	-0.0476	0.03991	1.40568	1.09336	1.3351	2.63001	1.7008	1.0077	-1.5864	2.61338	76.238
Z006E0043	0.055895	66.1376	29.6827	0.084023	0.24186	-0.03887	0.06711	1.31538	1.06942	1.19737	2.8324	1.5192	0.78812	1.2219	2.67532	77.5932
Z006E0044	0.051365	61.0233	28.8796	0.11868	0.30561	-0.02765	0.05692	1.84768	1.15637	0.9497	2.68399	0.9914	0.74433	2.3253	0.88804	77.3423
Z006E0046	0.04194	53.253	20.7935	0.01949	0.15523	-0.05959	0.02826	1.15888	0.99801	1.0594	2.63788	1.1066	0.87799	-2.3138	1.61483	76.8832
Z006E0047	0.0359	40.8831	28.7771	0.03669	0.17423	-0.03744	0.04453	2.01078	0.98906	1.09016	2.6066	1.0213	0.76139	-0.7044	1.52968	78.4815
Z006E0048	0.049547	42.4937	28.51376	-0.00077	0.12934	-0.04939	0.03725	1.03938	1.09331	0.8641	2.1209	1.27896	0.70992	-1.8441	0.68376	81.0722
Z006E0049	0.057984	77.0468	29.556	0.17808	0.27351	0.02586	0.11349	2.52218	1.12748	1.17642	3.2357	1.119	0.9682	3.5443	2.60777	76.4155
Z006E0050	0.051446	47.9213	27.1115	0.03224	0.18515	-0.0387	0.04937	1.25568	0.98155	0.9444	2.2548	1.7939	0.89381	-1.6707	2.44711	78.9115
Z006E0051	0.04303	42.2633	27.34	0.05127	0.16263	-0.04427	0.03916	1.64512	1.09098	1.4731	2.8522	1.28804	0.7995	-1.18	2.72018	77.7668
Z006E0052	0.04283	35.0169	26.9184	0.03648	0.24632	-0.04252	0.05172	1.43848	1.0589	0.8539	2.2572	1.0372	0.74648	-1.5551	0.1799	77.1032
Z006E0053	0.053674	49.8881	29.6778	0.13542	0.28339	0.0302	0.11844	2.40738	1.14639	2.0355	4.5345	1.5424	1.1678	2.4662	7.61317	76.9179
Z006E0054	0.05249	57.1796	28.50211	0.06969	0.18785	-0.03958	0.04593	2.27348	1.16636	1.1508	2.5929	1.29235	0.810495	0.6457	1.74443	77.9059
Z006E0055	0.048936	53.7159	29.2962	0.077961	0.26244	0.00188	0.08983	1.50368	1.05846	1.2965	2.8224	1.13359	0.88634	0.6794	2.75382	80.7975
Z006E0056	0.054015	62.0089	29.4063	0.07254	0.17206	-0.014516	0.072995	2.00388	1.12233	0.9391	2.4929	0.867	0.6929	1.1837	0.12308	77.6992
Z006E0057	0.055457	60.1915	29.7837	0.10525	0.19832	-0.02676	0.05833	1.94718	1.14601	1.11429	3.1119	1.0801	0.77628	1.5982	1.706	78.0647
Z006E0058	0.04688	49.4054	28.8512	0.01509	0.21035	-0.0434	0.0421	1.6998	0.99813	1.2354	2.66466	1.4409	0.83283	-1.1665	2.68466	77.8768
Z006E0059	0.051691	45.641	28.433979	0.19248	0.28011	0.02364	0.11181	1.55408	1.05077	1.86	3.3948	2.393	1.115	0.8296	7.28172	77.7574
Z006E0060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.6402
Z006E0061	0.05409	58.6632	29.6734	0.14119	0.21085	0.01521	0.10472	1.86718	1.10876	1.188394	2.7297	0.8811	0.74619	1.8379	1.57198	79.4066
Z006E0062	0.04795	49.2712	28.1497	0.04315	0.20361	-0.04213	0.04593	1.62592	1.09776	0.8158	2.9045	1.0881	0.87575	-0.9207	0.26033	79.215
Z006E0063	0.04851	51.9136	28.8955	0.11921	0.29902	-0.00329	0.08256	1.65114	1.00269	1.0604	2.4666	1.4766	0.9914	0.5513	2.80423	81.555
Z006E0065	0.04637	44.5445	28.7305	0.04722	0.25082	-0.03907	0.04881	1.80458	1.05499	1.0002	2.4616	1.14058	0.6905	0.0838	1.0279	84.1499
Z006E0066	0.04713	48.2131	27.9595	0.05332	0.28141	-0.03524	0.05278	1.08768	1.00783	0.6875	2.69165	1.15609	0.608	-0.3427	0.38498	81.6151
Z006E0068	0.04631	48.326	27.45	0.0642	0.20403	-0.02597	0.06212	0.82028	1.00874	1.71	3.1698	1.9895	0.643	-1.7994	4.17717	76.9089
Z006E0069	0.049647	52.78856	26.1348	0.15678	0.25985	0.04743	0.13571	1.47558	1.05078	1.287	2.74952	0.8555	0.6899	0.6558	1.29172	77.367
Z006E0070	0.04803	51.0934	28.0936	0.11754	0.25987	0.01638	0.1024	0.62818	1.06047	1.09228	2.81169	1.21074	0.6659	-0.3296	0.89415	78.6018
Z006E0071	0.049481	49.6458	29.103	0.11737	0.224007	-0.00653	0.0816	1.72163	1.06439	2.0324	2.8875	2.1372	1.3828	0.152	6.95548	80.3914
Z006E0072	0.057537	69.3231	29.3968	0.15122	0.32789	0.02412	0.10974	1.74351	1.06941	1.5943	3.3992	1.1106	0.9273	3.5837	3.92923	76.2535
Z006E0073	0.052414	61.7254	28.52795	0.15487	0.28978	0.04774	0.13613	1.67551	1.084308	1.0094	2.74009	0.847	0.6799	3.1265	1.56917	77.1266
Z006E0074	0.049249	54.2879	29.3849	0.09054	0.24848	-0.03	0.05534	1.48048	1.03538	1.26352	3.0319	1.5876	0.85158	0.8897	3.21397	75.1919
Z006E0075	0.055697	47.5585	28.8616	0.05498	0.19257	-0.03363	0.05458	1.84608	1.1078	1.22168	2.68819	1.902	0.75209	-0.1301	2.57203	77.8746
Z006E0076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.5961
Z006E0077	0.04881668	53.7864	28.46155	0.081498	0.22135	0.00688	0.09478	1.43578	1.01997	1.4246	3.566	1.0796	0.84576	0.5173	3.64849	75.1246
Z006E0078	0.052224	53.5637	27.7527	0.05111	0.28597	-0.03229	0.06519	1.33648	1.04281	1.11129	2.3536	0.901	0.83186	0.2672	1.80388	79.2255
Z006E0079	0.049381	51.1201	28.9895	0.02924	0.24051	-0.03266	0.06303	1.16378	0.99083	1.185364	2.4829	1.28735	0.78431	-0.8577	2.0633	78.4959
Z006E0080	0.04508	50.523	27.7437	0.03801	0.21819	-0.04492	0.04172	1.18568	1.06905	1.3754	2.8868	1.0221	0.76489	-1.0339	1.93415	77.3463
Z006E0081	0.03882	38.8731	26.6424	0.03483	0.27421	-0.04701	0.0383	1.16338	1.13123	0.9461	2.4078	0.9236	0.6987	-0.3193	0.94664	77.2937
Z006E0082	0.054985	62.5871	28.9688	0.087067	0.22058	-0.06043	0.02715	2.11618	1.07946	1.10554	2.66142	1.0022	0.6933	0.5093	0.12267	78.0107
Z006E0083	0.053634	55.4854	28.7075	0.06821	0.28347	-0.04431	0.04238	2.47248	1.11151	1.0466	2.4643	0.9456	0.6627	0.6717	-0.06309	78.2724
Z006E0084	0.04599	43.7921	28.0061	0.06566	0.23791	-0.02084	0.06675	1.43068	1.02285	0.9873	2.4971	1.16671	0.72262	-0.0223	1.86628	79.0802
Z006E0085	0.04714	53.7472	26.937	0.03454	0.20133	-0.05931	0.02812	1.67162	1.01256	0.8891	2.3825	0.8565	0.607	-0.8063	-0.30508	77.7085
Z006E0086	0.04306	41.3183	29.0311	0.02793	0.14789	-0.06897	0.01816	1.60839	0.89265	0.9725	2.1231	0.7205	0.5644	-2.2282	-0.81296	75.9534
Z006E0087	0.04609	49.289	28.48452	0.083244	0.1919	-0.03372	0.05352	1.36218	1.05677	1.6429	3.1853	1.3731	0.76183	-0.3648	3.64548	77.094
Z006E0088	0.055741	62.9205	28.0897	0.09383	0.29116	-0.02281	0.06533	1.91738	1.11065	1.18579	2.272	1.21562	1.0283	0.9767	1.89758	78.7189
Z006E0089	0.04525	51.0241	28.1523	0.03537	0.18792	-0.019951	0.06447	1.30938	1.00136	1.3148	2.8311	1.4974	0.906	-1.5623	2.80031	77.6328
Z006E0090	0.056621	74.5984	29.7415	0.0982	0.28393	-0.01014	0.077389	1.89098	1.07096	1.3518	3.0975	1.0563	0.9128	1.4407	1.83473	76.2161
Z006E0091	0.049225	57.5287	27.8846	0.082021	0.19079	-0.00436	0.08372	1.08568	1.13388	0.9718	2.61801	1.25044	0.88456	-0.0867	1.51024	80.6103
Z006E0092	0.0481	52.3441	29.0423	0.05921	0.18331	-0.03037	0.06111	1.6784	1.05211	1.25799	2.3912	1.1221	0.75738	-0.2934	1.40823	77.6626
Z006E0093	0.04795	45.8206	27.9618	0.0662	0.21134	-0.02878	0.05879	1.28408	1.04171	1.5653	2.64671	1.0843	0.5976	-1.1542	1.64739	74.5964
Z006E0094	0.051945	58.5163	29.4707	0.09332	0.23847	-0.01211	0.070327	1.79298	1.06874	1.26708	3.5494	1.6454	0.8678	1.1067	4.02594	76.1816
Z006E0095	0.03893	37.2288	27.6827	-0.01531	0.16566	-0.05684	0.03893	0.74658	1.11911	1.25744	1.6577	0.8882	0.84572	-3.561	0.52639	76.1218
Z006E0096	0.0465	49.2682	28.1227	0.06358	0.19809	-0.03873	0.04941	1.79358	1.20425	1.26384	2.2578	1.19352	0.88222	-0.5753	1.53075	78.904
Z006E0097	0.051179	61.6654	27.3274	0.081224	0.26238	-0.03204	0.05142	1.63887	1.01162	1.0438	2.4048	0.9229	0.6569	0.5392	0.2218	75.2507
Z006E0098	0.04599	48.7101	28.0295	0.03961	0.241	-0.04148	0.04658	1.21088	1.0995	0.8859	2.74819	1.6436	0.6912	-0.7043	1.7027	82.6281
Z006E0099	0.050488	54.2716	29.1675	0.07561	0.23035	-0.03122	0.06283	1.77538	1.02346	1.4405	2.69097	2.1007	0.9804	-0.393	4.29149	80.2358
Z006E0100	0.048921	61.4811	28.0303	0.08238	0.224509	-0.04167	0.05136	1.669765	1.09346	0.9655	2.3583	0.9436	0.6895	1.3329	0.38294	76.1825
Z006E0101	0.04292	43.9353	27.497	0.079147	0.17873	-0.01482	0.072206	1.44068	1.03714	0.8218	1.6776	0.767	0.6234	-0.8158	-0.59843	76.7849
Z006E0102	0.054603	78.0991	29.6439	0.12657	0.36029	-0.017812	0.070326	1.87518	1.16297	0.8753	1.1935	1.8806	1.3855	1.8842	2.96527	74.6496
Z006E0103	0.04481	40.586	28.0977	0.1047	0.24293	0.01077	0.09792	1.61744	1.08887	1.23185	2.73284	1.31912	0.86231	-0.1136	2.8626	79.1798
Z006E0104	0.05619	63.4269	28.6515	0.20358	0.28263	0.05105	0.13431	2.73628	1.1243	0.8809	2.70948	0.6714	0.5918	4.1475	0.50746	78.2856
Z006E0105	0.05198	59.4367	29.7157	0.07719	0.33729	-0.02715	0.06616	3.96708	1.13253	0.9549	2.535	1.0881	0.6818	4.1654	1.58275	82.2086
Z006E0106	0.055667	77.6083	29.0948	0.18128	0.24158	-0.00362	0.08333	1.84238	1.09685	0.94	2.716287	1.0075	0.9238	3.137	1.31306	77.3717
Z006E0107	0.049414	51.9663	28.0554	0.080778	0.25495	-0.00924	0.08621	1.662273	1.06771	1.5801	2.9658	1.058	0.6278	1.2448	2.17378	74.753
Z006E0108	0.049022	58.4468	28.1541	0.09737	0.2203	-0.03265	0.05402	1.62232	0.96845	1.0092	2.75238	1.0658	0.7271	0.5681	1.60205	78.0675
Z006E0109	0.04569	53.1583	27.3153	0.08748	0.16929	-0.00193	0.09233	1.41088	1.00266	1.9172	3.3021	1.4003	0.9418	-0.5397	4.67313	77.4052
Z006E0110	0.051395	63.0326	29.4299	0.12722	0.2073	-0.02161	0.06559	2.00448	1.12992	1.20949	3.0473	1.17476	0.85992	1.3652	1.64893	75.9901
Z006E0111	0.04854	52.4682	28.6724	0.079358	0.226776	-0.00653	0.0816	1.49358	1.16518	1.4381	2.64821	1.5973	0.9894	0.3592	3.12927	78.5128
Z006E0112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.8266
Z006E0113	0.0473	44.3308	28.749	0.06055	0.20218	-0.06577	0.0247	3.42888	1.02664	0.9608	2.503	0.8312	0.75627	0.4027	0.27932	80.6274
Z006E0114	0.051613	63.0869	28.8057	0.0894	0.26857	-0.02809	0.05421	1.65279	1.09111	1.24229	2.5166	0.861	0.6928	1.4766	0.75051	76.9745
Z006E0115	0.04423	52.1512	28.23	0.01219	0.22199	-0.0471	0.03977	1.52878	1.07033	1.0299	2.5488	1.5282	0.89975	-1.7076	1.71891	78.9928
Z006E0116	0.050615	47.8963	28.33065	0.21508	0.29947	0.07504	0.17061	1.03058	1.06574	1.5848	3.682	1.6643	0.83735	2.6608	6.0429	75.269
Z006E0117	0.050579	58.0163	30.7613	0.14388	0.19676	0.037	0.1246	1.59453	1.16596	1.09565	1.7786	1.14302	0.8613	1.9054	1.52376	78.2308
Z006E0118	0.056231	45.7241	28.8334	0.01621	0.19829	-0.02654	0.06444	1.20538	1.06241	1.3332	2.76997	2.3357	1.109	-1.3307	4.41946	78.1165
Z006E0119	0.04262	38.1989	27.84	0.02562	0.24822	-0.019331	0.06714	1.42818	1.03434	1.14901	2.5016	1.0813	0.71824	-1.3116	2.32449	78.812
Z006E0120	0.04661	55.0293	27.8296	0.01567	0.19323	-0.06787	0.02138	1.88008	1.12429	0.7978	2.032	0.8972	0.73887	-0.5752	-0.66799	76.2153
Z006E0121	0.050377	60.1403	27.6165	0.04015	0.20822	-0.05723	0.03252	1.29728	1.076776	1.13528	2.5355	1.013	0.5603	-1.0754	-0.4345	81.3388
Z006E0122	0.050379	58.059	29.2371	0.11229	0.27575	-0.00883	0.077298	1.70306	1.09422	1.0648	2.73645	1.24663	0.79771	1.7353	1.97456	74.7897
Z006E0123	0.049485	50.1359	28.1018	0.13482	0.24312	0.05248	0.14556	1.69015	0.99362	1.08428	2.8872	1.057	0.6541	0.8213	2.27626	78.9245
Z006E0124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.8104
Z006E0125	0.050208	47.1168	27.5443	0.12427	0.24051	0.06144	0.15729	1.23098	1.01749	1.7739	2.9027	1.4691	0.9114	-0.3842	4.33398	76.388
Z006E0126	0.049012	50.7371	28.34343	0.077426	0.21316	-0.00797	0.09426	1.55028	1.11716	1.20164	3.268	1.1944	0.953	0.9804	3.01869	73.46
Z006E0128	0.052447	51.6221	29.2977	0.09988	0.39009	-0.017221	0.074487	1.95438	1.0729	0.9158	2.66423	1.5619	0.83209	0.9716	2.01951	80.121
Z006E0129	0.0487	49.738	28.51202	0.04896	0.18137	-0.05374	0.0377	2.67428	1.25555	0.948	2.0433	1.33	0.6354	0.6517	-0.00546	75.5169
Z006E0133	0.052299	63.2927	29.0728	0.11556	0.28805	-0.02187	0.06523	2.47148	1.16212	1.0075	2.5763	0.9959	0.7369	1.963	0.27085	77.068
Z006E0134	0.04721	53.4074	27.5161	0.0698	0.25175	-0.02852	0.0596	1.65582	1.07526	1.5416	2.1748	1.4333	0.9423	-1.2247	2.43786	75.4261
Z006E0135	0.052101	56.1137	29.2608	0.10843	0.24676	0.00403	0.09564	1.666932	1.11843	1.13342	3.1301	1.2415	0.84867	1.1087	2.34463	78.3662
Z006E0136	0.06363	47.2151	28.8281	0.06991	0.23214	-0.01442	0.07572	2.21938	1.081273	0.7951	1.9162	1.3373	0.81782	0.6481	0.94909	80.2442
Z006E0137	0.04864	49.4407	29.5886	0.04384	0.21169	-0.04227	0.04579	1.70914	1.09008	1.0469	2.4531	1.3493	0.78707	-0.4929	1.1991	77.9987
Z006E0138	0.04556	44.8714	27.6063	0.0738	0.24109	-0.019906	0.067647	2.07138	1.01979	1.185071	2.3774	1.22076	0.82978	0.0906	2.33277	77.452
Z006E0139	0.04809	49.0218	27.4921	0.05498	0.16789	-0.03424	0.05383	2.38258	1.12551	1.406	2.67586	1.16135	0.86558	-0.3335	1.78273	76.9246
Z006E0140	0.055544	58.1297	29.5431	0.12033	0.24604	0.08416	0.17191	1.43898	1.18625	1.0155	2.66114	1.4739	0.9815	1.9592	2.80672	77.7954
