SampleID	gid	ReadCount	nRC	rCPM	rFPKM	CPM	FPKM	Tissue	Genotype
rn18a_101	Zm00001d014458	30	30.3026436146351	16.6199553587999	4.97454515378626	14.4701872279848	4.33109465069882	GShoot	CI21E
rn18a_1010	Zm00001d014451	2	1.40417112347889	0.649127248414507	0.188261962997247	0.646811040963996	0.187590209096287	L3Base	Il677a
rn18a_1010	Zm00001d014456	39	27.3813369078383	12.6579813440829	4.2447958900345	12.6128152987979	4.22964966425148	L3Base	Il677a
rn18a_1010	Zm00001d014458	117	82.144010723515	37.9739440322486	11.3660413146509	37.8384458963938	11.3254851530661	L3Base	Il677a
rn18a_1011	Zm00001d014451	3	2.96845734411859	1.40201263587255	0.406616193698535	1.56088035486064	0.452691518231045	L3Tip	Yu796NS
rn18a_1011	Zm00001d014456	4	3.95794312549146	1.8693501811634	0.626877995024614	2.08117380648086	0.697912074607933	L3Tip	Yu796NS
rn18a_1011	Zm00001d014458	123	121.706751108862	57.4825180707745	17.2051834991842	63.9960945492863	19.1547723882928	L3Tip	Yu796NS
rn18a_1012	Zm00001d014451	0	0	0	0	0	0	Kern	Yu796NS
rn18a_1012	Zm00001d014456	6	3.52160466267132	1.86870654673308	0.626662155175413	2.05697115664276	0.689795827177316	Kern	Yu796NS
rn18a_1012	Zm00001d014458	9	5.28240699400698	2.80305982009962	0.838988273001982	3.08545673496413	0.923512940725571	Kern	Yu796NS
rn18a_1013	Zm00001d014451	0	0	0	0	0	0	Kern	T232
rn18a_1013	Zm00001d014456	4	3.84305110886583	2.1387938165332	0.717234680259288	2.07900966197061	0.697186338689005	Kern	T232
rn18a_1013	Zm00001d014458	14	13.4506788810304	7.48577835786619	2.24058017296204	7.27653381689714	2.17795085809552	Kern	T232
rn18a_1014	Zm00001d014451	1	1.4118729596359	0.56052806227691	0.162566143351772	0.703195008292653	0.203942867834296	L3Tip	T232
rn18a_1014	Zm00001d014456	44	62.1224102239795	24.663234740184	8.27070246149699	30.9405803648768	10.3757814771552	L3Tip	T232
rn18a_1014	Zm00001d014458	57	80.4767586992462	31.9500995497839	9.56303488470035	40.0821154726812	11.9970414464775	L3Tip	T232
rn18a_1015	Zm00001d014451	2	2.81681463508895	1.29563384351075	0.375763875728177	1.26720263188955	0.367518164701145	L3Base	T232
rn18a_1015	Zm00001d014456	2	2.81681463508895	1.29563384351075	0.43448485697879	1.26720263188955	0.424950580781203	L3Base	T232
rn18a_1015	Zm00001d014458	28	39.4354048912453	18.1388738091505	5.42917504015281	17.7408368464537	5.31003796661289	L3Base	T232
rn18a_1016	Zm00001d014451	6	4.50131771151658	2.38903908866122	0.692876765853023	2.24610032088153	0.651421206752185	GRoot	T232
rn18a_1016	Zm00001d014456	1	0.750219618586096	0.398173181443537	0.133525547097095	0.374350053480255	0.125536570583587	GRoot	T232
rn18a_1016	Zm00001d014458	23	17.2550512274802	9.15798317320135	2.74109044393934	8.61005123004587	2.5770880664609	GRoot	T232
